1 May 2025,15:44:00.000,2.76,2.76
1 May 2025,15:45:00.000,9.53,9.53
1 May 2025,15:46:00.000,24.07,26.75
1 May 2025,15:47:00.000,17.5,40.46
1 May 2025,15:48:00.000,4.13,43.2
1 May 2025,15:49:00.000,0,43.2
1 May 2025,15:50:00.000,0,43.2
1 May 2025,15:51:00.000,0,43.2
1 May 2025,15:52:00.000,1.39,43.2
1 May 2025,15:53:00.000,1.39,43.2
1 May 2025,15:54:00.000,4.13,43.2
1 May 2025,15:55:00.000,0,43.2
1 May 2025,15:56:00.000,1.31,47.22
1 May 2025,17:21:00.000,13.5,59.36
1 May 2025,17:22:00.000,28.15,60.68
1 May 2025,17:23:00.000,42.03,70.45
1 May 2025,17:24:00.000,24.38,70.45
1 May 2025,17:25:00.000,6.68,70.45
1 May 2025,17:26:00.000,1.33,70.45
1 May 2025,17:27:00.000,1.33,70.45
1 May 2025,17:28:00.000,2.68,70.45
1 May 2025,17:29:00.000,5.38,70.45
1 May 2025,17:30:00.000,14.72,70.45
1 May 2025,17:31:00.000,24.12,70.45
1 May 2025,17:32:00.000,41.96,70.45
1 May 2025,17:33:00.000,33.96,73.21
1 May 2025,17:34:00.000,15.14,74.52
1 May 2025,17:35:00.000,2.65,83.98
1 May 2025,17:36:00.000,0,89.22
1 May 2025,19:01:00.000,2.68,89.22
1 May 2025,19:02:00.000,14.71,89.22
1 May 2025,19:03:00.000,26.8,89.22
1 May 2025,19:04:00.000,28.18,89.22
1 May 2025,19:05:00.000,28.3,89.22
1 May 2025,19:06:00.000,26.93,89.22
1 May 2025,19:07:00.000,25.54,89.22
1 May 2025,19:08:00.000,31.06,90.59
1 May 2025,19:09:00.000,32.4,97.36
1 May 2025,19:10:00.000,41.77,100
1 May 2025,19:11:00.000,36.7,100
1 May 2025,19:12:00.000,24.26,100
1 May 2025,19:13:00.000,10.53,100
