1 May 2025,11:20:00.000,4.13,4.13
1 May 2025,11:21:00.000,9.4,9.4
1 May 2025,11:22:00.000,9.51,15.01
1 May 2025,11:23:00.000,2.76,15.01
1 May 2025,11:28:00.000,1.39,15.01
1 May 2025,11:29:00.000,1.39,15.01
1 May 2025,11:30:00.000,1.39,15.01
1 May 2025,11:31:00.000,1.37,15.01
1 May 2025,11:32:00.000,1.4,16.33
1 May 2025,11:33:00.000,0,20.26
1 May 2025,12:57:00.000,8.1,29.72
1 May 2025,12:58:00.000,26.7,49.68
1 May 2025,12:59:00.000,34.89,56.53
1 May 2025,13:00:00.000,26.66,56.53
1 May 2025,13:01:00.000,13.33,56.53
1 May 2025,13:02:00.000,5.34,56.53
1 May 2025,13:03:00.000,2.68,56.53
1 May 2025,13:04:00.000,2.68,56.53
1 May 2025,13:05:00.000,9.42,56.53
1 May 2025,13:06:00.000,17.39,56.53
1 May 2025,13:07:00.000,26.94,59.35
1 May 2025,13:08:00.000,39.35,66.27
1 May 2025,13:09:00.000,34.01,69
1 May 2025,13:10:00.000,24.59,78.53
1 May 2025,13:11:00.000,6.63,79.88
1 May 2025,13:12:00.000,0,85.13
1 May 2025,14:38:00.000,1.33,85.13
1 May 2025,14:39:00.000,10.69,85.13
1 May 2025,14:40:00.000,20.07,85.13
1 May 2025,14:41:00.000,26.81,89.19
1 May 2025,14:42:00.000,26.86,91.91
1 May 2025,14:43:00.000,26.9,91.91
1 May 2025,14:44:00.000,25.57,93.29
1 May 2025,14:45:00.000,31.01,95.95
1 May 2025,14:46:00.000,37.78,98.62
1 May 2025,14:47:00.000,31.16,98.62
1 May 2025,14:48:00.000,22.66,98.62
1 May 2025,14:49:00.000,9.19,98.62
1 May 2025,16:20:00.000,3.93,98.62
1 May 2025,16:21:00.000,14.58,98.62
1 May 2025,16:22:00.000,20.01,98.62
1 May 2025,16:23:00.000,24.19,98.62
1 May 2025,16:24:00.000,22.8,98.62
1 May 2025,16:25:00.000,24.14,98.62
1 May 2025,16:26:00.000,19.93,98.62
1 May 2025,16:27:00.000,9.19,98.62
1 May 2025,16:28:00.000,1.31,98.62
1 May 2025,18:00:00.000,6.57,98.62
1 May 2025,18:01:00.000,15.92,98.62
1 May 2025,18:02:00.000,22.8,98.62
1 May 2025,18:03:00.000,26.96,98.62
1 May 2025,18:04:00.000,29.72,98.62
1 May 2025,18:05:00.000,26.82,98.62
1 May 2025,18:06:00.000,24.05,98.62
1 May 2025,18:07:00.000,19.9,98.62
1 May 2025,18:08:00.000,9.21,98.62
1 May 2025,18:09:00.000,1.31,98.62
1 May 2025,19:38:00.000,7.88,98.62
1 May 2025,19:39:00.000,20.05,98.62
1 May 2025,19:40:00.000,34.02,98.62
1 May 2025,19:41:00.000,43.24,98.62
1 May 2025,19:42:00.000,20.31,98.62
1 May 2025,19:43:00.000,12.05,98.62
1 May 2025,19:44:00.000,10.66,98.62
1 May 2025,19:45:00.000,13.27,98.62
1 May 2025,19:46:00.000,15.89,98.62
1 May 2025,19:47:00.000,17.23,98.62
1 May 2025,19:48:00.000,17.23,98.62
1 May 2025,19:49:00.000,14.59,98.62
