1 May 2025,09:24:00.000,5.35,5.35
1 May 2025,09:25:00.000,18.74,18.74
1 May 2025,09:26:00.000,29.47,32.14
1 May 2025,09:27:00.000,29.58,36.25
1 May 2025,09:28:00.000,28.31,37.64
1 May 2025,09:29:00.000,25.67,40.38
1 May 2025,09:30:00.000,22.88,41.69
1 May 2025,09:31:00.000,26.92,45.77
1 May 2025,09:32:00.000,33.83,55.41
1 May 2025,09:33:00.000,43.21,70.31
1 May 2025,09:34:00.000,37.94,82.41
1 May 2025,09:35:00.000,25.71,86.51
1 May 2025,09:36:00.000,13.2,90.53
1 May 2025,09:37:00.000,1.31,90.53
1 May 2025,11:06:00.000,1.33,90.53
1 May 2025,11:07:00.000,13.22,90.53
1 May 2025,11:08:00.000,18.65,90.53
1 May 2025,11:09:00.000,22.84,90.53
1 May 2025,11:10:00.000,26.99,90.53
1 May 2025,11:11:00.000,31.15,90.53
1 May 2025,11:12:00.000,26.96,90.53
1 May 2025,11:13:00.000,21.35,90.53
1 May 2025,11:14:00.000,11.86,90.53
1 May 2025,11:15:00.000,2.61,90.53
1 May 2025,12:47:00.000,3.93,90.53
1 May 2025,12:48:00.000,13.22,90.53
1 May 2025,12:49:00.000,18.68,90.53
1 May 2025,12:50:00.000,21.43,90.53
1 May 2025,12:51:00.000,26.91,90.53
1 May 2025,12:52:00.000,25.41,90.53
1 May 2025,12:53:00.000,21.3,90.53
1 May 2025,12:54:00.000,14.51,90.53
1 May 2025,12:55:00.000,5.23,90.53
1 May 2025,14:26:00.000,11.88,90.53
1 May 2025,14:27:00.000,24.19,90.53
1 May 2025,14:28:00.000,36.79,94.75
1 May 2025,14:29:00.000,45.93,98.69
1 May 2025,14:30:00.000,40.39,98.69
1 May 2025,14:31:00.000,21.51,98.69
1 May 2025,14:32:00.000,17.31,98.69
1 May 2025,14:33:00.000,17.25,98.69
1 May 2025,14:34:00.000,18.59,98.69
1 May 2025,14:35:00.000,19.88,98.69
1 May 2025,14:36:00.000,13.23,98.69
1 May 2025,14:37:00.000,1.31,98.69
1 May 2025,16:04:00.000,15.89,98.69
1 May 2025,16:05:00.000,22.8,98.69
1 May 2025,16:06:00.000,18.85,98.69
1 May 2025,16:07:00.000,12.02,98.69
1 May 2025,16:08:00.000,5.29,98.69
1 May 2025,16:09:00.000,1.33,98.69
1 May 2025,16:10:00.000,1.33,98.69
1 May 2025,16:11:00.000,1.33,98.69
1 May 2025,16:12:00.000,7.96,98.69
1 May 2025,16:13:00.000,11.94,98.69
1 May 2025,16:14:00.000,20.02,98.69
1 May 2025,16:15:00.000,22.81,98.69
1 May 2025,16:16:00.000,17.78,98.69
1 May 2025,16:17:00.000,12.27,100
1 May 2025,16:18:00.000,4.13,100
1 May 2025,17:43:00.000,3.98,100
1 May 2025,17:44:00.000,18.62,100
1 May 2025,17:45:00.000,18.53,100
1 May 2025,17:46:00.000,17.23,100
1 May 2025,17:47:00.000,18.53,100
1 May 2025,17:48:00.000,19.88,100
1 May 2025,17:49:00.000,23.99,100
1 May 2025,17:50:00.000,25.46,100
1 May 2025,17:51:00.000,36.36,100
1 May 2025,17:52:00.000,39.4,100
1 May 2025,17:53:00.000,38.06,100
1 May 2025,17:54:00.000,30.77,100
1 May 2025,17:55:00.000,13.6,100
1 May 2025,17:56:00.000,1.39,100
