1 May 2025,09:12:00.000,6.57,6.57
1 May 2025,09:13:00.000,17.31,18.63
1 May 2025,09:14:00.000,29.75,31.07
1 May 2025,09:15:00.000,34.04,40.94
1 May 2025,09:16:00.000,35.16,48.95
1 May 2025,09:17:00.000,25.57,51.61
1 May 2025,09:18:00.000,22.73,52.92
1 May 2025,09:19:00.000,22.61,54.23
1 May 2025,09:20:00.000,21.26,54.23
1 May 2025,09:21:00.000,15.87,54.23
1 May 2025,09:22:00.000,2.62,54.23
1 May 2025,10:50:00.000,11.88,54.23
1 May 2025,10:51:00.000,22.84,54.23
1 May 2025,10:52:00.000,31.08,58.25
1 May 2025,10:53:00.000,21.65,58.25
1 May 2025,10:54:00.000,3.98,58.25
1 May 2025,10:55:00.000,2.64,58.25
1 May 2025,10:56:00.000,1.33,58.25
1 May 2025,10:57:00.000,3.98,58.25
1 May 2025,10:58:00.000,7.93,58.25
1 May 2025,10:59:00.000,10.61,58.25
1 May 2025,11:00:00.000,15.92,58.25
1 May 2025,11:01:00.000,19.99,58.25
1 May 2025,11:02:00.000,5.45,58.25
1 May 2025,11:03:00.000,5.43,58.25
1 May 2025,11:04:00.000,0,64.99
1 May 2025,12:23:00.000,6.65,64.99
1 May 2025,12:24:00.000,10.1,64.99
1 May 2025,12:25:00.000,9.27,64.99
1 May 2025,12:26:00.000,8.61,64.99
1 May 2025,12:27:00.000,5.04,64.99
1 May 2025,12:28:00.000,3.98,64.99
1 May 2025,12:29:00.000,19.93,64.99
1 May 2025,12:30:00.000,17.25,64.99
1 May 2025,12:31:00.000,15.89,64.99
1 May 2025,12:32:00.000,17.23,64.99
1 May 2025,12:33:00.000,14.58,64.99
1 May 2025,12:34:00.000,11.94,64.99
1 May 2025,12:35:00.000,13.25,64.99
1 May 2025,12:36:00.000,18.74,64.99
1 May 2025,12:37:00.000,27.04,64.99
1 May 2025,12:38:00.000,40.63,67.65
1 May 2025,12:39:00.000,40.81,74.36
1 May 2025,12:40:00.000,35.23,78.44
1 May 2025,12:41:00.000,18.94,95.97
1 May 2025,12:42:00.000,4.14,97.33
1 May 2025,14:11:00.000,2.68,98.68
1 May 2025,14:12:00.000,4.03,98.68
1 May 2025,14:13:00.000,6.74,98.68
1 May 2025,14:14:00.000,4.07,98.68
