1 May 2025,08:23:00.000,6.57,6.57
1 May 2025,08:24:00.000,15.92,15.92
1 May 2025,08:25:00.000,22.8,24.12
1 May 2025,08:26:00.000,26.96,29.66
1 May 2025,08:27:00.000,26.91,31
1 May 2025,08:28:00.000,26.82,32.31
1 May 2025,08:29:00.000,22.68,32.31
1 May 2025,08:30:00.000,14.51,33.62
1 May 2025,08:31:00.000,5.23,33.62
1 May 2025,10:01:00.000,7.88,33.62
1 May 2025,10:02:00.000,20.05,33.62
1 May 2025,10:03:00.000,35.44,44.86
1 May 2025,10:04:00.000,44.54,58.06
1 May 2025,10:05:00.000,33.73,71.58
1 May 2025,10:06:00.000,17.5,74.29
1 May 2025,10:07:00.000,13.36,74.29
1 May 2025,10:08:00.000,14.58,74.29
1 May 2025,10:09:00.000,15.89,74.29
1 May 2025,10:10:00.000,17.23,74.29
1 May 2025,10:11:00.000,18.53,74.29
1 May 2025,10:12:00.000,7.96,74.29
1 May 2025,10:13:00.000,1.4,74.29
1 May 2025,11:39:00.000,10.55,74.29
1 May 2025,11:40:00.000,20.02,74.29
1 May 2025,11:41:00.000,13.33,74.29
1 May 2025,11:42:00.000,10.64,74.29
1 May 2025,11:43:00.000,6.63,74.29
1 May 2025,11:44:00.000,1.33,74.29
1 May 2025,11:45:00.000,1.33,74.29
1 May 2025,11:46:00.000,2.64,74.29
1 May 2025,11:47:00.000,7.91,74.29
1 May 2025,11:48:00.000,14.67,74.29
1 May 2025,11:49:00.000,22.87,74.29
1 May 2025,11:50:00.000,29.7,74.29
1 May 2025,11:51:00.000,17.88,74.29
1 May 2025,11:52:00.000,13.54,74.29
1 May 2025,11:53:00.000,6.85,89.3
1 May 2025,13:19:00.000,6.65,89.3
1 May 2025,13:20:00.000,14.59,89.3
1 May 2025,13:21:00.000,17.26,89.3
1 May 2025,13:22:00.000,18.57,89.3
1 May 2025,13:23:00.000,21.3,89.3
1 May 2025,13:24:00.000,21.36,89.3
1 May 2025,13:25:00.000,17.64,89.3
1 May 2025,13:26:00.000,19.11,94.64
1 May 2025,13:27:00.000,32.48,100
1 May 2025,13:28:00.000,21.48,100
1 May 2025,13:29:00.000,9.54,100
